"","Sex","Best3SquatKg","Best3BenchKg","Best3DeadliftKg","TotalKg"
"12573","F",132.5,77.5,117.5,327.5
"12574","M",225,120,240,585
"12575","F",150,92.5,157.5,400
"12576","F",176.9,108.86,156.49,442.25
"12577","M",235,127.5,240,602.5
"12578","M",322.5,185,295,802.5
"12579","M",232.5,132.5,277.5,642.5
"12580","M",170,115,200,485
"12581","M",295,170,265,730
"12582","M",220,190,220,630
"12583","M",160,115,235,510
"12584","M",290,170,325,785
"12585","M",227.5,140,305,672.5
"12586","F",102.5,72.5,142.5,317.5
"12587","M",237.5,152.5,282.5,672.5
"12588","M",225,135,265,625
"12589","M",100,65,137.5,302.5
"12590","M",217.5,152.5,225,595
"12591","M",300,185,285,770
"12592","F",70,52.5,115,237.5
"12593","M",350,230,320,900
"12594","M",190,120,207.5,517.5
"12595","M",185,140,200,525
"12596","M",210,175,232.5,617.5
"12597","M",285,175,320,780
"12598","M",140.61,102.06,167.83,410.5
"12599","M",205,130,215,550
"12600","M",275,157.5,295,727.5
"12601","F",120,75,145,340
"12602","F",82.5,37.5,127.5,247.5
"12603","F",85,52.5,147.5,285
"12604","M",265,205,325,795
"12605","M",245,152.5,242.5,640
"12606","M",129.27,92.99,183.7,405.97
"12607","M",180,110,197.5,487.5
"12608","M",181.4,102.1,172.4,455.9
"12609","F",212.5,107.5,225,545
"12610","F",90,57.5,127.5,275
"12611","M",140,97.5,182.5,420
"12612","F",136.08,86.18,167.83,390.09
"12613","M",200,132.5,232.5,565
"12614","M",125,85,152.5,362.5
"12615","M",260.5,150,250,660.5
"12616","F",122.5,77.5,137.5,337.5
"12617","M",222.5,92.5,227.5,542.5
"12618","F",130,97.5,160,387.5
"12619","M",152.5,107.5,175,435
"12620","M",260,200,280,740
"12621","M",275,210,300,785
"12622","F",147.5,75,147.5,370
"12623","M",150,92.5,185,427.5
"12624","M",182.5,132.5,211,526
"12625","F",75,52.5,107.5,235
"12626","F",100,65,115,280
"12627","M",170,115,200,485
"12628","M",280,175,335,790
"12629","M",125,67.5,180,372.5
"12630","F",147.5,82.5,150,380
"12631","M",295,167.5,257.5,720
"12632","M",270,170,140,580
"12633","M",320,207.5,307.5,835
"12634","M",282.5,157.5,305,745
"12635","M",260,160,345,765
"12636","F",85,45,105,235
"12637","F",67.5,42.5,105,215
"12638","M",180,137.5,190,507.5
"12639","M",155,100,180,435
"12640","M",200,142.5,230,572.5
"12641","M",130,80,140,350
"12642","M",163.29,117.93,215.46,496.68
"12643","M",245,147.5,260,652.5
"12644","M",160,117.5,165,442.5
"12645","F",145,70,182.5,397.5
"12646","M",206.39,149.69,231.33,587.41
"12647","F",110,67.5,145,322.5
"12648","F",80,37.5,102.5,220
"12649","M",220,155,220,595
"12650","M",185,105,180,470
"12651","F",180,87.5,187.5,455
"12652","M",227.5,147.5,285,660
"12653","M",390,297.5,350,1037.5
"12654","M",175,105,185,465
"12655","F",95,60,127.5,282.5
"12656","M",179.17,108.86,208.65,496.68
"12657","M",267.5,215,245,727.5
"12658","M",277.5,207.5,255,740
"12659","M",290,200,275,765
"12660","M",167.5,105,192.5,465
"12661","F",175,112.5,150,437.5
"12662","M",135,85,215,435
"12663","F",125,75,152.5,352.5
"12664","M",190,117.5,235,542.5
"12665","M",136.08,142.88,206.38,485.34
"12666","M",327.5,260,320,907.5
"12667","F",130,85,145,360
"12668","F",120,65,132.5,317.5
"12669","M",185,127.5,185,497.5
"12670","M",240,178,270,688
"12671","F",115,77.5,117.5,310
"12672","M",212.5,127.5,227.5,567.5
"12673","F",82.5,77.5,142.5,302.5
"12674","M",210,150,215,575
"12675","M",297.5,185,315,797.5
"12676","F",110,57.5,137.5,305
"12677","F",135,85,147.5,367.5
"12678","M",202.5,170,200,572.5
"12679","M",375,265,320,960
"12680","F",204.12,102.06,181.44,487.61
"12681","M",162.5,105,195,462.5
"12682","M",265,165,265,695
"12683","M",172.5,95,215,482.5
"12684","M",265,175,305,745
"12685","M",227.5,227.5,241.25,696.25
"12686","M",245,160,290,695
"12687","M",230,190.5,225,645.5
"12688","F",135,77.5,165,377.5
"12689","M",137.5,70,185,392.5
"12690","F",120,65,127.5,312.5
"12691","M",212.5,132.5,265,610
"12692","M",160,140,167.5,467.5
"12693","F",120,62.5,145,327.5
"12694","M",205,147.5,240,592.5
"12695","M",230,145,275,650
"12696","F",137.5,70,165,372.5
"12697","F",120.2,52.16,117.93,290.3
"12698","M",237.5,177.5,237.5,652.5
"12699","F",136.08,65.77,124.74,326.59
"12700","F",100,50,140,290
"12701","M",147.5,97.5,182.5,427.5
"12702","M",152.5,97.5,180,430
"12703","M",190,122.5,200,512.5
"12704","F",95,57.5,125,277.5
"12705","M",160,200,230,590
"12706","F",62.5,35,113,210.5
"12707","M",235,175,262.5,672.5
"12708","M",247.5,142.5,277.5,667.5
"12709","F",102.06,54.43,104.33,260.82
"12710","M",220,165,220,605
"12711","M",175,132.5,215,522.5
"12712","M",190,145,210,545
"12713","M",195,112.5,235,542.5
"12714","M",100,215,190,505
"12715","F",122.5,67.5,137.5,327.5
"12716","M",300,250,297.5,847.5
"12717","M",227.5,182.5,250,660
"12718","F",195,102.5,215,512.5
"12719","M",250,320,237.5,807.5
"12720","F",125,71,154,350
"12721","M",230,145,245,620
"12722","M",255,152.5,270,677.5
"12723","M",257.5,202.5,237.5,697.5
"12724","F",183.5,107.5,190,481
"12725","M",172.5,100,200,472.5
"12726","M",250,185,280,715
"12727","M",170,160,200,530
"12728","F",107.5,52.5,137.5,297.5
"12729","M",195,125,220,540
"12730","F",120,67.5,135,322.5
"12731","M",212.5,170,200,582.5
"12732","F",150,90,175,415
"12733","F",87.5,47.5,87.5,222.5
"12734","M",187.5,120,205,512.5
"12735","M",132.5,112.5,175,420
"12736","F",190,67.5,162.5,420
"12737","F",195,115,162.5,472.5
"12738","F",125,62.5,142.5,330
"12739","M",145,112.5,182.5,440
"12740","F",92.5,50,100,242.5
"12741","M",227.5,215,305,747.5
"12742","M",190,137.5,215,542.5
"12743","M",105,65,150,320
"12744","M",147.5,95,160,402.5
"12745","M",200,155,230,585
"12746","M",280,170,312.5,762.5
"12747","F",120,65,132.5,317.5
"12748","M",115,70,135,320
"12749","M",192.78,122.47,231.33,546.58
"12750","M",402.5,280,345,1027.5
"12751","M",132.5,90,165,387.5
"12752","M",205,100,205,510
"12753","M",260,175,267.5,702.5
"12754","F",115,57.5,137.5,310
"12755","F",105,55,132.5,292.5
"12756","M",185.97,113.4,185.97,485.34
"12757","M",180,97.5,240,517.5
"12758","F",160,85,135,380
"12759","F",115,50,115,280
"12760","M",260,180,250,690
"12761","F",110,65,115,290
"12762","F",85,45,112.5,242.5
"12763","M",272.5,155,260,687.5
"12764","F",90,45,110,245
"12765","M",137.5,110,207.5,455
"12766","F",85,50,130,265
"12767","M",155,130,210,495
"12768","F",130,60,135,325
"12769","M",145,107.5,195,447.5
"12770","M",147.5,115,192.5,455
"12771","M",204.12,124.74,256.28,585.13
"12772","F",145.15,65.77,142.88,353.8
"12773","M",187.5,130,230,547.5
"12774","M",432.5,255,302.5,990
"12775","M",197.5,115,210,522.5
"12776","F",210,122.5,217.5,550
"12777","M",220,130,260,610
"12778","F",117.5,65,145,327.5
"12779","F",140.61,86.18,131.54,358.34
"12780","M",160,107.5,190,457.5
"12781","F",75,42.5,117.5,235
"12782","M",270,140,260,670
"12783","M",142.5,100,190,432.5
"12784","M",257.5,182.5,255,695
"12785","F",125,72.5,140,337.5
"12786","M",157.5,85,192.5,435
"12787","M",275,155,245,675
"12788","M",265.35,183.71,274.42,723.48
"12789","M",360,260,312.5,932.5
"12790","F",87.5,55,112.5,255
"12791","M",320,180,322.5,822.5
"12792","M",30,172.5,325,527.5
"12793","M",167.5,105,215,487.5
"12794","M",265,175,232.5,672.5
"12795","F",122.5,67.5,160,350
"12796","M",167.5,105,227.5,500
"12797","M",97.5,70,127.5,295
"12798","M",190,137.5,245,572.5
"12799","M",185,130,230,545
"12800","M",340,190.5,270,800
"12801","M",464.93,233.6,274.42,972.96
"12802","M",250,192.5,235,677.5
"12803","M",255,200,285,740
"12804","F",80,45,85,210
"12805","M",197.5,125,240,562.5
"12806","F",102.5,62.5,137.5,302.5
"12807","F",125,67.5,157.5,350
"12808","M",232.5,127.5,222.5,582.5
"12809","M",185,117.5,220,522.5
"12810","F",157.5,100,170,427.5
"12811","M",287.5,165,265,717.5
"12812","M",410,245,335,990
"12813","M",155,77.5,182.5,415
"12814","M",242.5,172.5,275,690
"12815","M",167.83,120.2,213.19,501.22
"12816","F",200,105,220,525
"12817","F",150,67.5,180,397.5
"12818","F",70,57.5,92.5,220
"12819","M",65.77,40.82,83.91,190.51
"12820","M",340.19,231.33,299.37,870.9
"12821","M",252.5,177.5,225,655
"12822","F",120,65,137.5,322.5
"12823","F",117.5,60,127.5,305
"12824","M",290,230,270,790
"12825","F",110,62.5,135,307.5
"12826","M",200,120,190,510
"12827","M",140,97.5,165,402.5
"12828","M",192.5,78,177.5,448
"12829","M",167.5,120,185,472.5
"12830","M",275,195,275,745
"12831","F",90,42.5,130,262.5
"12832","M",145,125,175,445
"12833","M",302.5,215,287.5,805
"12834","M",170,102.5,215,487.5
"12835","M",367.5,277.5,365,1010
"12836","F",155,85,162.5,402.5
"12837","M",170,82.5,197.5,450
"12838","M",70,52.5,92.5,215
"12839","M",275.5,172.5,297.5,745.5
"12840","F",113.4,56.7,124.74,294.84
"12841","M",270,180,240,690
"12842","F",62.5,47.5,100,210
"12843","M",202.5,120,235,557.5
"12844","M",235,132.5,272.5,640
"12845","M",240,102.5,240,582.5
"12846","M",160,142.5,205,507.5
"12847","M",162.5,95,182.5,440
"12848","M",163.29,86.18,195.04,444.52
"12849","M",237.5,180,245,662.5
"12850","M",160,105,177.5,442.5
"12851","M",165.56,129.27,201.85,496.68
"12852","M",235,165,240,640
"12853","M",186,142.9,204.1,533
"12854","M",380,280,340,1000
"12855","F",105,52.5,120,277.5
"12856","M",335,247.5,320,902.5
"12857","M",235,165,247.5,647.5
"12858","M",162.5,80,190,432.5
"12859","M",220,160,230,610
"12860","M",220,130,210,560
"12861","M",242.5,165,295,702.5
"12862","M",232.5,162.5,250,645
"12863","F",117.5,65,135,317.5
"12864","F",85,47.5,92.5,225
"12865","M",280,177.5,287.5,745
"12866","M",277.5,140,310,727.5
"12867","M",235,142.5,245,622.5
"12868","M",260,227.5,272.5,760
"12869","M",275,187.5,285,747.5
"12870","M",210,150,240,600
"12871","M",130,107.5,185,422.5
"12872","F",92.5,40,85,217.5
"12873","F",49.9,31.8,79.4,161
"12874","M",207.5,127.5,237.5,572.5
"12875","M",210,202.5,205,617.5
"12876","M",245,160,272.5,677.5
"12877","F",162.5,92.5,167.5,422.5
"12878","M",179.17,124.74,183.7,487.61
"12879","F",190,115,220.5,525.5
"12880","M",255,155,242.5,652.5
"12881","F",102.5,60,130,292.5
"12882","M",182.5,125,195,502.5
"12883","F",115,75,110,300
"12884","M",365,230,305,900
"12885","F",150,117.5,170,437.5
"12886","M",267.62,181.44,258.55,707.6
"12887","M",192.5,115,205,512.5
"12888","M",217.5,120,220,557.5
"12889","M",165,102.5,215,482.5
"12890","F",100,52.5,120,272.5
"12891","F",105,70,150,325
"12892","M",350,260,295,905
"12893","F",155,87.5,145,387.5
"12894","F",92.5,75,137.5,305
"12895","M",200,125,190,515
"12896","M",280,180,292.5,752.5
"12897","M",182.5,152.5,230,565
"12898","F",82.5,42.5,125,250
"12899","M",167.5,115,200,482.5
"12900","F",77.5,40,115,232.5
"12901","M",220,235,245,700
"12902","F",210,115,157.5,482.5
"12903","M",215,137.5,235,587.5
"12904","M",222.5,132.5,272.5,627.5
"12905","M",412.77,285.76,342.46,1040.99
"12906","M",155,82.5,155,392.5
"12907","M",210,130,205,545
"12908","M",250,170,297.5,717.5
"12909","M",217.5,117.5,255,590
"12910","M",185,117.5,227.5,530
"12911","M",120,140,182.5,442.5
"12912","M",182.5,155,210,547.5
"12913","M",200,140,235,575
"12914","M",165,110,225,500
"12915","M",175,135,180,490
"12916","F",127.5,65,160,352.5
"12917","M",190,180,265,635
"12918","F",70,37.5,95,202.5
"12919","M",275,182.5,287.5,745
"12920","M",220,140,240,600
"12921","M",235,145,265,645
"12922","M",137.5,95,217.5,450
"12923","M",185,130,192.5,507.5
"12924","M",270,172.5,270,712.5
"12925","M",222.5,137.5,252.5,612.5
"12926","M",260,150,260,670
"12927","M",162.5,112.5,192.5,467.5
"12928","M",210,122.5,205,537.5
"12929","M",235,147.5,227.5,610
"12930","M",182.5,122.5,172.5,477.5
"12931","M",180,112.5,182.5,475
"12932","M",175,122.5,170,467.5
"12933","M",305,170,270,745
"12934","M",175,107.5,202.5,485
"12935","M",160,140,205,505
"12936","M",300,180,292.5,772.5
"12937","M",344.73,204.12,335.66,884.51
"12938","M",102.5,102.5,160,365
"12939","M",190,125,190,505
"12940","M",190,120,205,515
"12941","M",150,105,170,425
"12942","F",90,62.5,115,267.5
"12943","F",186,107.5,177.5,471
"12944","M",367.41,113.4,328.85,809.66
"12945","M",180,107.5,205,492.5
"12946","M",185,142.5,215,542.5
"12947","M",360,230,290,880
"12948","M",215,100,227.5,542.5
"12949","F",137.5,90,142.5,370
"12950","M",220,142.5,230,592.5
"12951","M",195,97.5,212.5,505
"12952","M",215.5,170.1,226.8,612.4
"12953","M",240,137.5,245,622.5
"12954","M",140,87.5,167.5,395
"12955","M",202.5,117.5,230,550
"12956","F",97.5,47.5,120,265
"12957","F",110,55,117.5,282.5
"12958","F",143,65,150,358
"12959","M",220,145,272.5,637.5
"12960","F",60,47.5,92.5,200
"12961","M",210,180,300,690
"12962","M",185,115,240,540
"12963","M",230,170,210,610
"12964","F",177.5,112.5,225,515
"12965","M",172.5,150,220,542.5
"12966","F",142.5,85,137.5,365
"12967","F",117.5,70,130,317.5
"12968","F",97.5,62.5,130,290
"12969","M",240,147.5,272.5,660
"12970","M",280,150,292.5,722.5
"12971","F",130,82.5,155,367.5
"12972","F",99.79,47.63,97.52,244.94
"12973","F",110,57.5,132.5,300
"12974","M",235,175,277.5,687.5
"12975","M",227.5,177.5,260,665
"12976","M",90,70,110,270
"12977","F",130,80,150,360
"12978","M",190,120,200,510
"12979","M",245,135,260,640
"12980","M",295,170,327.5,792.5
"12981","M",342.5,235,347.5,925
"12982","M",220,125,265,610
"12983","M",210,135,205,550
"12984","F",125,62.5,137.5,325
"12985","F",117.93,68.04,120.2,306.17
"12986","M",260,132.5,267.5,660
"12987","M",247.5,160,287.5,695
"12988","M",240,180,247.5,667.5
"12989","M",250,170,270,690
"12990","M",200,155,230,585
"12991","M",135,85,132.5,352.5
"12992","M",170,135,235,540
"12993","M",207.5,140,225,572.5
"12994","M",147.5,107.5,165,420
"12995","M",200,132.5,230,562.5
"12996","M",70,40,75,185
"12997","M",300,160,300,760
"12998","F",137.5,80,137.5,355
"12999","F",175,95,180,450
"13000","M",157.5,115,130,402.5
"13001","F",95,60,120,275
"13002","F",81.65,61.23,129.27,272.16
"13003","M",185,132.5,217.5,535
"13004","F",115,57.5,132.5,305
"13005","F",70,42.5,115,227.5
"13006","F",130,70,165,365
"13007","M",235,137.5,255.5,628
"13008","F",135,97.5,152.5,385
"13009","M",222.5,105,215,542.5
"13010","M",262.5,167.5,255,685
"13011","M",185,137.5,265,587.5
"13012","F",142.5,75,152.5,370
"13013","M",230,170,272.5,672.5
"13014","M",215,180,215,610
"13015","M",215,147.5,240,602.5
"13016","F",83.91,68.04,99.79,251.74
"13017","M",232.5,155,212.5,600
"13018","M",250,135,240,625
"13019","M",170,120,185,475
"13020","F",152,68,161,381
"13021","M",185,97.5,200,482.5
"13022","M",217.5,117.5,245,580
"13023","F",142.5,65,132.5,340
"13024","M",160,145,190,495
"13025","M",250,192.5,260,702.5
"13026","M",210,162.5,255,627.5
"13027","M",382.5,202.5,287.5,872.5
"13028","M",70,90,160,320
"13029","F",105,50,125,280
"13030","F",90.72,47.63,111.13,249.48
"13031","F",92.5,49,118,259.5
"13032","M",305,200,305,810
"13033","M",275,150,320,745
"13034","F",142.5,67.5,132.5,342.5
"13035","M",150,105,185,440
"13036","M",175,125,200,500
"13037","M",285,180,335,800
"13038","F",85,55,120,260
"13039","F",50,25,72.5,147.5
"13040","F",55,57.5,97.5,210
"13041","M",192.5,117.5,217.5,527.5
"13042","M",250,170,305,725
"13043","M",185,120,182.5,487.5
"13044","F",127.5,67.5,142.5,337.5
"13045","F",85,40,115,240
"13046","M",187.5,117.5,237.5,542.5
"13047","F",65,40,92.5,197.5
"13048","F",122.5,65,155,342.5
"13049","F",135,67.5,145,347.5
"13050","M",195,132.5,250,577.5
"13051","M",265,180,305,750
"13052","M",188.24,163.29,181.44,532.97
"13053","M",300,205,300,805
"13054","F",155,82.5,205.5,443
"13055","M",215,137.5,260,612.5
"13056","M",280,160,260,700
"13057","F",85,55,100,240
"13058","M",280,200,320,800
"13059","M",274.42,219.99,229.06,723.48
"13060","M",217.5,150,235,602.5
"13061","M",140,92.5,170,402.5
"13062","F",97.5,55,127.5,280
"13063","F",163.29,70.31,172.37,405.97
"13064","M",187.5,130,230,547.5
"13065","M",175,122.5,220,517.5
"13066","M",247.5,175,250,672.5
"13067","M",365,240,275,880
"13068","M",240,212.5,230,682.5
"13069","M",350,233.5,262.5,846
"13070","M",285,210,277.5,772.5
"13071","M",160,110,217.5,487.5
"13072","F",67.5,35.5,90.5,193.5
"13073","M",160,182.5,250,592.5
"13074","F",152.5,87.5,152.5,392.5
"13075","M",290,182.5,327.5,800
"13076","F",75,40,92.5,207.5
"13077","M",247.5,112.5,230,590
"13078","M",325,195,275,795
"13079","F",140,62.5,132.5,335
"13080","F",122.5,72.5,157.5,352.5
"13081","M",190,130,230,550
"13082","F",152.5,80,165,397.5
"13083","F",67.5,45,85,197.5
"13084","F",145.5,72.5,165.5,383.5
"13085","F",85,47.5,110,242.5
"13086","F",135,67.5,140,342.5
"13087","M",210,130,252.5,592.5
"13088","F",132.5,60,142.5,335
"13089","F",162.5,107.5,197.5,467.5
"13090","M",285,205,292.5,782.5
"13091","M",205,125,237.5,567.5
"13092","M",300,200,275,775
"13093","M",267.5,172.5,270,710
"13094","M",280,165,255,700
"13095","M",245,140,250,635
"13096","M",165.56,108.86,185.97,460.4
"13097","F",190,110,170,470
"13098","M",170,110,215,495
"13099","F",80,32.5,92.5,205
"13100","M",260,182.5,240,682.5
"13101","M",160,87.5,200,447.5
"13102","M",200,145,210,555
"13103","M",201.85,120.2,197.31,519.36
"13104","M",230,120,240,590
"13105","M",172.5,132.5,210,515
"13106","M",325,200,320,845
"13107","M",310,205,262.5,777.5
"13108","M",280,130,250,660
"13109","M",190,110,170,470
"13110","M",270,170,260,700
"13111","M",235,122.5,222.5,580
"13112","M",319.78,233.6,290.3,843.68
"13113","F",175,82.5,160,417.5
"13114","F",115.67,68.04,161.03,344.73
"13115","M",242.5,145,250,637.5
"13116","F",115,70,110,295
"13117","M",212.5,132.5,245,590
"13118","M",290,170,247.5,707.5
"13119","F",155,100,160,415
"13120","M",222.5,130,187.5,540
"13121","F",150,57.5,140,347.5
"13122","M",285,150,252.5,687.5
"13123","F",97.5,57.5,140,295
"13124","M",95,65,132.5,292.5
"13125","F",125,67.5,160,352.5
"13126","F",140,80,153,373
"13127","M",197,108,209,514
"13128","M",185,157.5,220,562.5
"13129","M",200,155,220,575
"13130","F",52.5,72.5,117.5,242.5
"13131","M",330,205,312.5,847.5
"13132","M",140,110,180,430
"13133","M",155,75,182.5,412.5
"13134","M",240,142.5,262.5,645
"13135","M",220,160,190,570
"13136","M",192.5,110,230,532.5
"13137","M",220,160,265,645
"13138","M",115,70,140,325
"13139","M",200,145,260,605
"13140","F",127.01,74.84,136.08,337.93
"13141","M",150,150,150,450
"13142","F",72.5,45,110,227.5
"13143","F",97.5,47.5,105,250
"13144","M",140,110,155,405
"13145","M",135,85,180,400
"13146","M",200,142.5,232.5,575
"13147","M",200,165,230,595
"13148","M",200,105,205,510
"13149","M",182.5,107.5,212.5,502.5
"13150","M",252.5,140,275,667.5
"13151","M",227.5,177.5,230,635
"13152","M",257.5,150,285,692.5
"13153","F",120,52.5,120,292.5
"13154","M",227.5,117.5,240,585
"13155","M",257.5,187.5,265,710
"13156","M",230,152.5,300,682.5
"13157","M",165,127.5,172.5,465
"13158","M",245,140,260,645
"13159","M",182.5,105,215,502.5
"13160","M",137.5,77.5,182.5,397.5
"13161","F",105,60,140,305
"13162","F",127.5,102.5,165,395
"13163","M",285,177.5,300,762.5
"13164","M",145,92.5,175,412.5
"13165","M",392.5,300,307.5,1000
"13166","M",147.5,122.5,162.5,432.5
"13167","M",195,107.5,207.5,510
