"","X","Name","Sex","Event","Equipment","Age","AgeClass","BirthYearClass","Division","BodyweightKg","WeightClassKg","Best3SquatKg","Best3BenchKg","Best3DeadliftKg","TotalKg","Place","Dots","Wilks","Glossbrenner","Goodlift","Tested","Country","Date"
"16659",605212,"Mary Klecka","F","SBD","Raw",38,"35-39","24-39","Submasters 35-39",80,"82.5",122.5,70,137.5,330,"1",310.94,301.95,264.81,63.58,"Yes","United States of America","2023-02-26"
"16660",322785,"Stepan Ovcharenko","M","SBD","Single-ply",18.5,"18-19","19-23","Open",64.9,"67.5",235,137.5,240,612.5,"1",485.98,487.69,474.28,83.03,"Yes","Ukraine","1995-10-09"
"16661",7924,"Dylan Booth","M","SBD","Raw",17,"16-17","14-18","Open",80,"82.5",147.5,105,205,457.5,"3",315.47,312.33,300.94,64.52,"Yes","United States of America","2020-03-07"
"16662",160370,"Rebecca Townsend","F","SBD","Raw",43.5,"40-44","40-49","FR-M",61.4,"63",95,50,132.5,277.5,"1",303.21,303.93,268.46,61.75,"Yes","United States of America","2017-05-06"
"16663",366905,"Art LaBare","M","SBD","Multi-ply",38,"35-39","24-39","Open",140,"140",340,230,320,890,"1",487.74,497.34,472.73,81.56,"no","United States of America","1998-10-03"
"16664",489528,"Olga Yuzhakova","F","SBD","Single-ply",34.5,"24-34","24-39","Open",68,"75",100,80,100,280,"4",287.85,284.27,250.73,48.5,"Yes","Russia","2010-11-19"
"16665",218872,"Julie Sprau","F","SBD","Raw",54.5,"50-54","50-59","FR-M2b",60.9,"63",62.5,45,112.5,220,"1",241.61,242.47,214.19,49.22,"Yes","United States of America","2017-02-18"
"16666",662224,"Michael Seward Jr","M","SBD","Raw",15,"13-15","14-18","Open",98.9,"105",206,129,216,551,"1",340.79,336.84,321.78,69.97,"Yes","United States of America","2021-08-28"
"16667",350705,"Paulo Santos #1","M","SBD","Multi-ply",26.5,"24-34","24-39","M_OEM_WPC",99.7,"100",365,242.5,337.5,945,"1",582.42,575.81,549.99,98.97,"no","Portugal","2015-11-09"
"16668",129652,"Miguel Horta","M","SBD","Raw",24,"24-34","24-39","MR-O",92,"93",212.5,132.5,250,595,"1",380.56,375.72,359.75,78.25,"Yes","United States of America","2019-01-26"
"16669",565424,"Jess Lewis","F","SBD","Raw",26,"24-34","24-39","Open",88.3,"90",147.5,95,165,407.5,"1",366.4,354.98,309.1,75.54,"no","United States of America","2021-09-25"
"16670",335492,"Lauren Dyer","F","SBD","Wraps",26,"24-34","24-39","F_OCR_APF",59.87,"60",147.5,70,175,392.5,"1",435.7,438.33,387.3,88.85,"no","United States of America","2018-05-12"
"16671",564863,"Marissa Willard","F","SBD","Raw",21,"20-23","19-23","Juniors 20-23",54.6,"56",85,47.5,95,227.5,"1",268.2,273.04,241.66,55.17,"no","United States of America","2019-04-27"
"16672",180759,"Joshua Gee","M","SBD","Raw",20.5,"20-23","19-23","MR-O",71.6,"74",185,107.5,207.5,500,"2",369.81,368.37,356.64,74.68,"Yes","United States of America","2017-11-18"
"16673",525482,"Renee Lau","F","SBD","Raw",39,"35-39","24-39","Open",74.3,"75",102.5,57.5,127.5,287.5,"5",281.42,274.93,241.93,57.3,"Yes","United States of America","2021-10-30"
"16674",129374,"Maribeth Orr","F","SBD","Single-ply",43.5,"40-44","40-49","F-O",74.8,"84",92.5,52.5,140,285,"16",277.98,271.39,238.75,47.1,"Yes","United States of America","2018-08-04"
"16675",689528,"Timo Leminen","M","SBD","Single-ply",42.5,"40-44","40-49","Masters 1",73.82,"74",215,155,230,600,"3",434.88,432.34,418.02,74.47,"Yes","Finland","2011-07-05"
"16676",306625,"Justin Caputo","M","SBD","Raw",40,"40-44","40-49","MOR",74.25,"75",267.5,107.5,245,620,"1",447.68,444.91,430.08,90.86,"no","United States of America","2018-09-22"
"16677",493331,"Zhanna Beloglazova","F","SBD","Single-ply",21.5,"20-23","19-23","Open",51.55,"52",100,70,120,290,"2",355.63,363.96,322.72,59.42,"Yes","Ukraine","2014-09-05"
"16678",69826,"Guillermo Casal","M","SBD","Raw",20.5,"20-23","19-23","MR-C",91.2,"93",242.5,182.5,272.5,697.5,"1",448.03,442.33,423.69,92.12,"Yes","United States of America","2019-11-10"
"16679",29923,"David Deetscreek","M","SBD","Raw",63,"60-64","60-69","MR-M3",86.51,"93",127.5,102.5,182.5,412.5,"1",272.24,268.91,258.18,55.93,"Yes","United States of America","2022-01-29"
"16680",406422,"Sidney Blecher","M","SBD","Single-ply",21.5,"20-23","19-23","M-C",58.8,"59",182.5,142.5,200,525,"3",450.61,456.18,445.98,76.64,"Yes","United States of America","2013-04-12"
"16681",709961,"Nazar Zozulyak","M","SBD","Multi-ply",20.5,"20-23","19-23","J",70.56,"75",90,75,120,285,"1",212.91,212.29,205.66,36.45,"no","Ukraine","2009-02-14"
"16682",143744,"Manuel Gutierrez","M","SBD","Raw",25.5,"24-34","24-39","MR-O",116.8,"120",187.5,155,195,537.5,"2",311.53,311.06,297.9,63.23,"Yes","United States of America","2018-09-29"
"16683",339795,"Vincent Donofrio","M","SBD","Multi-ply",50,"50-54","50-59","M_MEM_3_AWPC",90,"90",260,160,207.5,627.5,"1",405.74,400.59,383.93,69.24,"Yes","United States of America","2009-07-31"
"16684",556371,"Joshua Holuska","M","SBD","Raw",40,"40-44","40-49","Masters 40-44",132.7,"140",192.5,147.5,242.5,582.5,"1",324.17,328.28,313.19,64.89,"no","United States of America","2022-02-26"
"16685",173088,"Gary Peterson","M","SBD","Raw",82.5,"80-999","70-999","MR-M5a",72.95,"75",75,72.5,160,307.5,"1",224.62,223.47,216.18,45.48,"Yes","United States of America","2023-02-11"
"16686",281616,"Vladislav Silaev","M","SBD","Raw",26,"24-34","24-39","Amateur Open",93.5,"100",205,120,210,535,"4",339.52,335.23,320.79,69.81,"Yes","Russia","2021-04-24"
"16687",100105,"Sam Kroll","F","SBD","Single-ply",18,"18-19","19-23","F-V",58.8,"60",167.5,100,152.5,420,"2",471.61,475.66,420.39,78.97,"Yes","United States of America","2016-04-01"
"16688",127009,"Christa Kollman","F","SBD","Raw",39.5,"35-39","40-49","FR-M1a",70.2,"72",62.5,57.5,110,230,"2",232.22,228.37,201.29,47.2,"Yes","United States of America","2016-12-10"
"16689",699257,"Tony Cliffe","M","SBD","Raw",30.5,"24-34","24-39","Open",118.59,"120",320,225,330,875,"2",504.52,504.47,483.33,102.24,"Yes","England","2015-03-21"
"16690",324757,"Luke Rogers #1","M","SBD","Raw",30,"24-34","24-39","MR-O",73.9,"74",240,140,282.5,662.5,"1",479.84,477,461.19,97.33,"Yes","England","2019-06-01"
"16691",556169,"Gabby Gaines","F","SBD","Raw",16,"16-17","14-18","Juniors 16-17",77.9,"82.5",117.5,57.5,145,320,"1",305.59,297.29,261.08,62.38,"no","United States of America","2017-01-21"
"16692",187237,"Clinay Cameron","F","SBD","Raw",28,"24-34","24-39","FR-O",96.85,"84+",112.5,70,160,342.5,"3",296.01,288,248.38,61.63,"Yes","United States of America","2019-10-26"
"16693",90463,"Jennifer Waters","F","SBD","Raw",32.5,"24-34","24-39","FR-O",64.43,"72",117.5,60,110,287.5,"4",305.05,303.6,268.01,62.01,"Yes","United States of America","2018-08-04"
"16694",324509,"Hana Stephen","F","SBD","Raw",21,"20-23","19-23","FR-Jr",51.5,"52",100,65,127.5,292.5,"1",358.94,367.37,325.76,74.48,"Yes","England","2022-05-28"
"16695",261799,"Petra Stumpfová","F","SBD","Multi-ply",28,"24-34","24-39","O",75.7,"82.5",264,150,210,624,"1",604.8,589.79,518.61,102.57,"no","Ireland","2007-10-22"
"16696",571801,"Michael Simica","M","SBD","Raw",24,"24-34","24-39","Open",88.8,"90",172.5,105,210,487.5,"5",317.38,313.38,300.52,65.24,"no","United States of America","2021-12-18"
"16697",352523,"Paolo Meneses Covili","M","SBD","Wraps",31,"24-34","24-39","Open",74.8,"75",225,127.5,250,602.5,"1",432.99,430.12,415.64,87.96,"no","Chile","2022-09-24"
"16698",514000,"Michaela Gerlichová","F","SBD","Wraps",27.5,"24-34","24-39","Open",55.1,"56",70,37.5,105,212.5,"3",248.98,253.22,224.07,51.16,"no","Czechia","2017-04-07"
"16699",235259,"Janet Loesel Sitar","F","SBD","Raw",48,"45-49","40-49","Masters 1",74.5,"84",115,70,160,345,"1",337.22,329.35,289.79,68.67,"Yes","Canada","2018-06-23"
"16700",593651,"Jeremy George","M","SBD","Raw",35,"35-39","24-39","Open",88,"90",275,197.5,227.5,700,"2",457.85,452.13,433.76,94.1,"no","United States of America","2021-07-31"
"16701",68149,"Bradley Clewes","M","SBD","Wraps",26,"24-34","24-39","M-OR",94.3,"95",285,172.5,290,747.5,"15",472.47,466.54,446.29,97.13,"no","Australia","2023-03-18"
"16702",39563,"Artem Aleshin","M","SBD","Raw",21.5,"20-23","19-23","Amateur Open",73.4,"75",105,80,165,350,"1",254.63,253.23,244.9,51.6,"Yes","Russia","2015-01-31"
"16703",35540,"Mikhail Manukov","M","SBD","Raw",23,"20-23","19-23","Pro Juniors 20-23",133.9,"140",290,180,290,760,"1",421.84,427.67,407.76,84.35,"no","Russia","2012-08-15"
"16704",706452,"Simone Skovgaard","F","SBD","Raw",17,"16-17","14-18","Youth",62.8,"64",128,69,137,334,"1",359.92,359.57,317.52,73.22,"Yes","Hong Kong","2021-09-25"
"16705",746923,"Ken Chandler","M","SBD","Single-ply",21.5,"20-23","19-23","Juniors",89.7,"90",262.5,155,270,687.5,"9",445.29,439.64,421.42,76,"Yes","Australia","1998-10-21"
"16706",695140,"Sven Jøran Haugen","M","SBD","Single-ply",51.5,"50-54","50-59","Masters 2",113.92,"120",260,180,250,690,"3",403.45,401.95,384.62,68.08,"Yes","Norway","2013-07-09"
"16707",208174,"Rose Huang","F","SBD","Raw",22.5,"20-23","19-23","FR-Jr",56.5,"60",157.5,92.5,180,430,"1",495.51,502.43,444.34,101.54,"Yes","United States of America","2023-03-25"
"16708",530218,"Ernie Von Allmen","M","SBD","Raw",25,"24-34","24-39","Open",79.9,"82.5",182.5,125,227.5,535,"1",369.18,365.53,352.22,75.5,"no","United States of America","2018-06-23"
"16709",505098,"Jordi Nouredine Llurba","M","SBD","Raw",19.5,"20-23","19-23","SNR",102.35,"105",262.5,150,360,772.5,"2",470.81,465.92,444.89,96.52,"Yes","Spain","2022-04-01"
"16710",745103,"Chris Woodhead","M","SBD","Single-ply",45.5,"45-49","40-49","Masters 1",124.1,"125",302.5,180,257.5,740,"5",420.36,422.31,404.36,70.62,"Yes","England","2009-09-28"
"16711",501728,"Richard Goddard","M","SBD","Raw",22.5,"20-23","19-23","M-JR",138.7,"145",240,130,240,610,"1",335.17,341.35,324.68,66.74,"Yes","England","2012-10-27"
"16712",615861,"Ayngelia Star Ara","F","SBD","Raw",37,"35-39","24-39","Open",59.5,"60",140,97.5,197.5,435,"1",484.78,488.13,431.34,98.9,"no","United States of America","2019-03-23"
"16713",390384,"Elmone Rhode","F","SBD","Raw",21,"20-23","19-23","Juniors",69.03,"72",97.5,50,130,277.5,"2",282.84,278.76,245.8,57.48,"Yes","Namibia","2019-10-02"
"16714",594281,"Laura Millslagle","F","SBD","Raw",29,"24-34","24-39","Open",64.6,"67.5",127.5,87.5,160,375,"1",397.26,395.22,348.88,80.75,"no","United States of America","2018-08-04"
"16715",451131,"Grigoriy Baranov","M","SBD","Raw",13.5,"13-15","14-18","Open",53.1,"59",70,40,70,180,"8",169.05,172.84,170,31.52,"Yes","Russia","2014-09-28"
"16716",210232,"Joseph Tansey","M","SBD","Raw",27,"24-34","24-39","MR-O",129.4,"120+",237.5,155,247.5,640,"2",358.86,362.28,346.17,72.04,"Yes","United States of America","2017-02-18"
"16717",298552,"Scott Velliquette","M","SBD","Multi-ply",54,"50-54","50-59","Masters 50-54",90,"90",250,162.5,225,637.5,"1",412.21,406.98,390.05,70.35,"no","United States of America","2002-08-24"
"16718",620202,"Tabitha Carbonel","F","SBD","Raw",35,"35-39","24-39","Open",50,"52",100,50,138.5,288.5,"3",361.49,370.62,329.09,75.41,"no","United States of America","2017-04-08"
"16719",208007,"Michael Las","M","SBD","Raw",34.5,"24-34","24-39","MR-O",80.8,"83",167.5,120,200,487.5,"7",334.2,330.75,318.55,68.41,"Yes","United States of America","2017-05-13"
"16720",596594,"Caitlyn Schuft","F","SBD","Raw",37,"35-39","24-39","Open",54.55,"56",105,77.5,127.5,310,"1",365.68,372.32,329.53,75.23,"Yes","United States of America","2019-07-27"
"16721",631305,"Tamara Stromberg","F","SBD","Raw",40,"40-44","40-49","Open",50.6,"52",112.5,52.5,138,303,"1",376.46,385.73,342.31,78.36,"no","United States of America","2018-06-02"
"16722",438328,"Stepan Kolmachevskiy","M","SBD","Raw",14.5,"13-15","14-18","Sub-Juniors",47.35,"48",87.5,67.5,145,300,"2",315.33,326.08,322.71,55.88,"Yes","Russia","2014-04-19"
"16723",612057,"Christopher Primeau","M","SBD","Raw",31,"24-34","24-39","Open",73.5,"75",207.5,140,210,557.5,"1",405.22,402.96,389.69,82.14,"no","United States of America","2016-12-10"
"16724",168667,"Drake Culbreth","M","SBD","Single-ply",25,"24-34","24-39","M-C",100.4,"105",275,165,247.5,687.5,"18",422.44,417.74,398.97,71.76,"Yes","United States of America","2015-04-10"
"16725",78805,"Rachel Everett","F","SBD","Raw",29.5,"24-34","24-39","FR-O",70.67,"72",155,87.5,187.5,430,"23",432.53,425,374.55,87.93,"Yes","United States of America","2019-10-16"
"16726",396350,"Matthias Töpfl","M","SBD","Single-ply",27,"24-34","24-39","Open",89.7,"93",195,125,220,540,"9",349.75,345.32,331,59.7,"Yes","Germany","2019-03-02"
"16727",267420,"Pieter Van Der Linden","M","SBD","Raw",22.5,"20-23","19-23","Juniors",91.9,"93",240,150,280,670,"1",428.75,423.3,405.33,88.16,"Yes","Belgium","2021-03-13"
"16728",753671,"Pavol Varchola","M","SBD","Single-ply",22.5,"20-23","19-23","Juniors",82.2,"82.5",252.5,180,275,707.5,"7",480.25,475,457.12,82.17,"Yes","Slovakia","2001-09-11"
"16729",177152,"Justin Sanchez","M","SBD","Raw",21.5,"20-23","19-23","MR-Jr",103.4,"105",255,152.5,265,672.5,"1",408.13,404.07,385.83,83.63,"Yes","United States of America","2019-06-01"
"16730",30249,"Jared Ruby","M","SBD","Raw",27.5,"24-34","24-39","MR-O",100.55,"105",192.5,127.5,197.5,517.5,"2",317.78,314.26,300.13,65.21,"Yes","United States of America","2022-11-05"
"16731",622341,"Patrick Serna","M","SBD","Wraps",36,"35-39","24-39","Open",100.1,"110",185,137.5,232.5,555,"1",341.46,337.63,322.47,70.08,"Yes","United States of America","2019-06-15"
"16732",649672,"Shawn Johnson","M","SBD","Wraps",29,"24-34","24-39","RM-O-A",113.4,"125",240,152.5,272.5,665,"1",389.47,387.88,371.1,79.26,"Yes","United States of America","2021-10-16"
"16733",337744,"Isaac Shaw","M","SBD","Raw",21,"20-23","19-23","M_JR_APF",81.4,"82.5",167.5,120,212.5,500,"1",341.3,337.69,325.12,69.9,"no","United States of America","2019-03-09"
"16734",562198,"Devan Ghai","M","SBD","Raw",15,"13-15","14-18","Juniors 13-15",50.4,"52",85,60,110,255,"1",251.69,258.67,255.2,45.93,"no","United States of America","2016-08-06"
"16735",23265,"Mariusz Setnicki","M","SBD","Wraps",19,"18-19","19-23","Teen 18-19",101.2,"110",250,165,260,675,"1",413.35,408.87,390.46,84.79,"no","Poland","2020-08-27"
"16736",389501,"Romuald Massé","M","SBD","Raw",25,"24-34","24-39","Seniors",141.1,"120+",250,200,250,700,"1",382.77,390.71,371.16,76.07,"Yes","France","2017-10-07"
"16737",454005,"Ilya Drozdov","M","SBD","Single-ply",16.5,"16-17","14-18","Sub-Juniors",62.8,"66",170,95,175,440,"5",358.05,360.32,350.99,61.1,"Yes","Russia","2019-01-29"
"16738",249738,"Ladislav Rolný","M","SBD","Single-ply",43.5,"40-44","40-49","Masters 1",66.3,"67.5",165,100,185,450,"2",351.41,352.03,341.99,60.08,"Yes","Czechia","1996-09-14"
"16739",84572,"Mona Min","F","SBD","Raw",35.5,"35-39","24-39","FR-O",61.1,"63",95,67.5,132.5,295,"8",323.32,324.31,286.48,65.86,"Yes","United States of America","2016-04-16"
"16740",158056,"Harvey Davis","M","SBD","Raw",28,"24-34","24-39","MR-O",63,"66",162.5,105,182.5,450,"1",365.28,367.49,357.92,71.9,"Yes","United States of America","2015-09-19"
"16741",279133,"Aleksey Dubovenko","M","SBD","Wraps",19,"18-19","19-23","Amateur Sub-Juniors 17-19",78.6,"82.5",195,120,230,545,"1",379.78,376.3,362.86,77.56,"Yes","Ukraine","2021-03-14"
"16742",28662,"Kerrin Manley","M","SBD","Raw",20.5,"20-23","19-23","M-C-U23",96.4,"105",220,170,275,665,"5",416.05,410.97,392.85,85.5,"Yes","England","2015-10-31"
"16743",382040,"Dmitriy Chebanov","M","SBD","Raw",17.5,"18-19","14-18","Sub-Juniors",64.3,"66",200,148.5,233,581.5,"2",464.65,466.64,454.02,91.91,"Yes","Kazakhstan","2017-12-04"
"16744",615059,"Cheyenne Howard","F","SBD","Raw",19,"18-19","19-23","Juniors 18-19",106,"90+",142.5,57.5,152.5,352.5,"1",294.33,289,246.36,61.95,"Yes","United States of America","2019-07-11"
"16745",550145,"Alicia Gamble","F","SBD","Raw",44,"40-44","40-49","Open",90,"90",150,72.5,197.5,420,"1",374.44,362.91,315.44,77.34,"Yes","United States of America","2022-08-03"
"16746",407553,"Louie Morrison","M","SBD","Single-ply",24,"24-34","24-39","M-O",82.5,"82.5",247.66,182.34,272.61,702.61,"1",475.94,470.68,452.89,81.42,"Yes","United States of America","2004-04-24"
"16747",16873,"Leo Tuominen","M","SBD","Single-ply",44.5,"40-44","40-49","Over 40",75,"75",237.5,140,285,662.5,"1",475.29,472.07,456.13,81.4,"Yes","Finland","1996-04-13"
"16748",473854,"Aleksandr Kadzaev","M","SBD","Raw",30.5,"24-34","24-39","Open",104.6,"105",280,167.5,315,762.5,"8",460.57,456.25,435.66,94.31,"Yes","Russia","2021-05-19"
"16749",408040,"Todd Nerlin","M","SBD","Single-ply",30.5,"24-34","24-39","M-O",90,"90",195.04,142.43,222.71,560.19,"4",362.22,357.62,342.75,61.82,"Yes","United States of America","2005-02-19"
"16750",334917,"Brandon Langlois","M","SBD","Raw",30.5,"24-34","24-39","M_OR_APF",99.6,"100",192.5,110,212.5,515,"1",317.54,313.93,299.86,65.18,"no","United States of America","2016-04-03"
"16751",63716,"Samuel Cary","M","SBD","Wraps",20,"20-23","19-23","M_JCR_ABPU",95.7,"100",202.5,105,222.5,530,"1",332.7,328.59,314.18,68.38,"Yes","UK","2022-10-08"
"16752",674989,"Grainne Considine","F","SBD","Raw",21,"20-23","19-23","Juniors 20-24",79.8,"80",127.5,60,150,337.5,"1",318.41,309.25,271.24,65.09,"Yes","Ireland","2015-08-01"
"16753",675705,"Vita Grgić","F","SBD","Raw",17.5,"18-19","14-18","Sub-Juniors",70.35,"76",100,50,122.5,272.5,"1",274.8,270.17,238.12,55.86,"Yes","Croatia","2021-09-18"
"16754",695937,"Anne Bierma","M","SBD","Single-ply",32.5,"24-34","24-39","Open",87.4,"90",250,162.5,240,652,"3",427.98,422.67,405.62,73.11,"Yes","Netherlands","2008-09-19"
"16755",71443,"Madeleine Hew","F","SBD","Raw",21.5,"20-23","19-23","FR-O",69.2,"72",127.5,75,157.5,360,"1",366.42,361.01,318.31,74.46,"Yes","United States of America","2018-02-18"
"16756",718201,"Tyler Tran","M","SBD","Single-ply",18.5,"18-19","19-23","Boys",74.57,"74.8",195.04,113.4,219.99,528.44,"1",380.51,378.06,365.39,65.16,"Yes","United States of America","2017-02-16"
"16757",84518,"Will Campbell","M","SBD","Raw",20.5,"20-23","19-23","MR-O",80.9,"83",127.5,92.5,170,390,"16",267.17,264.4,254.63,54.69,"Yes","United States of America","2016-04-16"
"16758",688303,"Lorenzo Haarloo","M","SBD","Raw",35,"35-39","24-39","Open",65.86,"66",182.5,137.5,255,575,"4",451.24,452.28,439.53,89.73,"Yes","Netherlands","2022-11-25"
"16759",134689,"Hannah Ferguson","F","SBD","Raw",33.5,"24-34","24-39","FR-O",103.5,"84+",112.5,62.5,120,295,"2",248.47,243.29,208.07,52.14,"Yes","United States of America","2021-12-04"
"16760",625662,"Brian Hogan","M","SBD","Raw",17,"16-17","14-18","Juniors 16-17",98.43,"100",170,117.5,232.5,520,"2",322.29,318.51,304.31,66.19,"no","United States of America","2015-03-21"
"16761",371729,"Cozy Cozine","M","SBD","Single-ply",23,"20-23","24-39","Open",100,"100",226.8,158.76,219.99,605.55,"6",372.73,368.53,351.99,63.33,"no","United States of America","1980-01-25"
"16762",60775,"Bram Verhagen","M","SBD","Raw",20.5,"20-23","19-23","Open",82.5,"83",185,130,247.5,562.5,"8",381.03,376.82,362.58,78.1,"Yes","Netherlands","2022-10-15"
"16763",720983,"Zechariah Segovia","M","SBD","Single-ply",19,"18-19","19-23","Boys",59.15,"59.8",138.35,81.65,145.15,365.14,"7",311.85,315.53,308.37,53.06,"Yes","United States of America","2018-01-20"
"16764",609736,"Claire Wardlaw","F","SBD","Raw",21,"20-23","19-23","Juniors 20-23",69.9,"75",112.5,65,127.5,305,"1",308.68,303.73,267.74,62.74,"Yes","United States of America","2021-05-15"
"16765",233672,"Hector Aguilar","M","SBD","Single-ply",25.5,"24-34","24-39","Open",100,"100",250,182.5,250,682.5,"1",420.09,415.36,396.72,71.37,"Yes","Canada","2007-01-28"
"16766",670083,"Henrik Magnusson","M","SBD","Single-ply",19.5,"20-23","19-23","Juniors",82.25,"83",240,177.5,232.5,650,"1",441.06,436.23,419.8,75.46,"Yes","Sweden","2015-03-13"
"16767",573393,"Olivia Pierce","F","SBD","Raw",15,"13-15","14-18","Juniors 13-15",73.2,"75",65,40,90,195,"1",192.41,188.27,165.75,39.15,"no","United States of America","2022-10-15"
"16768",13152,"Ivars Mauris","M","SBD","Raw",22.5,"20-23","19-23","Open",65.5,"66",170,105,200,475,"1",374.29,375.32,364.83,74.34,"Yes","Latvia","2016-05-14"
"16769",283227,"Ed Mara","M","SBD","Raw",46,"45-49","40-49","45-49",100,"100",147.4,138.35,167.83,453.59,"1",279.19,276.05,263.66,57.3,"Yes","United States of America","2022-02-27"
"16770",129897,"Anthony Bogay","M","SBD","Raw",20,"20-23","19-23","MR-Jr",91.13,"93",170,132.5,227.5,530,"1",340.57,336.24,322.08,70.03,"Yes","United States of America","2018-07-14"
"16771",638776,"Mark Hurling","M","SBD","Raw",64,"60-64","60-69","Open",118.8,"125",142.5,110,170,422.5,"12",243.46,243.48,233.29,49.33,"no","United States of America","2015-03-27"
"16772",429107,"James Baldwin #2","M","SBD","Raw",24,"24-34","24-39","M_OR_AWPC",81.95,"82.5",165,122.5,212.5,500,"1",339.99,336.31,323.69,69.66,"Yes","UK","2021-08-09"
"16773",722101,"Noah Morris","M","SBD","Single-ply",18.5,"18-19","19-23","Boys",74.3,"74.8",138.35,70.31,181.44,390.09,"13",281.55,279.8,270.46,48.22,"Yes","United States of America","2015-02-07"
"16774",399611,"Alfons Räß","M","SBD","Raw",47,"45-49","40-49","Masters 1",91.35,"93",167.5,135,227.5,530,"1",340.17,335.84,321.66,69.95,"Yes","Germany","2018-05-12"
"16775",417747,"Mark Goto","M","SBD","Single-ply",45,"45-49","40-49","M-O",87.64,"90",158.76,108.86,190.51,458.13,"6",300.29,296.56,284.56,51.29,"Yes","United States of America","2007-03-01"
"16776",402597,"Tim Daniel Konertz","M","SBD","Raw",28,"24-34","24-39","Open",104.62,"105",270,162.5,315,747.5,"1",451.48,447.24,427.06,92.45,"Yes","Germany","2017-10-12"
"16777",615694,"Thomas Sheets","M","SBD","Raw",24,"24-34","24-39","Open",80.9,"82.5",202.5,142.5,247,592,"2",405.55,401.34,386.51,83.02,"no","United States of America","2015-10-10"
"16778",197335,"Mack Hodges","M","SBD","Raw",73.5,"70-74","70-999","MR-M4a",111.8,"120",150,137.5,172.5,460,"1",270.8,269.4,257.61,55.18,"Yes","United States of America","2021-09-12"
"16779",161276,"Edward Christie","M","SBD","Raw",38,"35-39","24-39","MR-O",109.5,"110",237.5,147.5,318.5,703.5,"2",417.38,414.59,396.19,85.19,"Yes","United States of America","2013-03-23"
"16780",33731,"Per Berndorff","M","SBD","Raw",52.5,"50-54","50-59","Masters 2",90.8,"93",125,145,150,420,"2",270.37,266.93,255.73,55.59,"Yes","Denmark","2013-04-06"
"16781",182711,"Kaela Dark","F","SBD","Raw",32,"24-34","24-39","FR-O",74.4,"84",145,82.5,182.5,410,"1",401.04,391.74,344.7,81.66,"Yes","United States of America","2018-06-09"
"16782",495225,"Vladimir Reshetov","M","SBD","Raw",41,"40-44","40-49","Masters 1",91.9,"93",240,160,240,640,"2",409.56,404.35,387.18,84.21,"Yes","Russia","2017-03-30"
"16783",495184,"Stanislav Vishnyakov","M","SBD","Single-ply",40.5,"40-44","40-49","Masters 1",92.45,"93",260,210,300,770,"1",491.32,485.08,464.38,83.76,"Yes","Russia","2017-03-30"
"16784",131117,"Adrian Floristeanu","M","SBD","Raw",19,"18-19","19-23","MR-T3",103.7,"105",207.5,135,230,572.5,"2",347.03,343.62,328.11,71.1,"Yes","United States of America","2021-11-06"
"16785",383591,"Hiroyuki Isagawa","M","SBD","Single-ply",48,"45-49","40-49","Open",59.76,"60",220,193,235,647.5,"2",548.32,554.26,541.37,93.34,"Yes","Japan","2002-05-15"
"16786",521009,"Charles King","M","SBD","Raw",52,"50-54","50-59","Masters 50-54",73.15,"75",135,127.5,160,422.5,"1",308.06,306.43,296.4,62.4,"no","United States of America","2015-06-06"
"16787",169263,"Andrew Stone","M","SBD","Raw",20.5,"20-23","19-23","MR-O",69.5,"74",140,112.5,182.5,435,"4",328.39,327.78,317.76,65.99,"Yes","United States of America","2017-11-12"
"16788",591924,"Edward Geeslin","M","SBD","Raw",23,"20-23","19-23","Open",88.6,"90",175,115,200,490,"3",319.37,315.36,302.45,65.65,"no","United States of America","2018-11-03"
"16789",181777,"Robert McMahon","M","SBD","Raw",17.5,"18-19","14-18","MR-HS",50.8,"52",105,67.5,142.5,315,"4",308.53,316.84,312.44,56.49,"Yes","United States of America","2023-03-04"
"16790",610681,"Leah Lutz","F","SBD","Raw",39,"35-39","24-39","Open",67.09,"67.5",142.5,70,152.5,365,"5",378.15,374.16,330.1,76.84,"no","United States of America","2014-11-05"
"16791",395684,"Martin Lange","M","SBD","Single-ply",34,"24-34","24-39","Open",108.2,"120",350,260,305,915,"3",545.34,541.27,517.1,92.28,"Yes","Germany","2022-07-02"
"16792",611297,"Kauka Lindsey","M","SBD","Wraps",40,"40-44","40-49","Open",143,"140+",277.5,242.5,257.5,777.5,"1",423.58,433.12,411.01,84.05,"no","United States of America","2022-04-15"
"16793",389490,"Olivier Waymel","M","SBD","Raw",52,"50-54","50-59","Masters 2",65.72,"66",130,135,170,435,"1",341.91,342.76,333.13,67.96,"Yes","France","2019-01-13"
"16794",102840,"Luke Miller #6","M","SBD","Raw",19.5,"20-23","19-23","MR-O",91.2,"93",227.5,117.5,250,595,"2",382.19,377.33,361.43,78.59,"Yes","United States of America","2020-02-08"
"16795",255514,"Radek Zvěřina","M","SBD","Single-ply",22.5,"20-23","19-23","Open",72.4,"75",185,125,210,520,"4",381.75,379.98,367.71,65.37,"Yes","Czechia","1993-09-11"
"16796",287003,"Nadia Sudolska","F","SBD","Raw",17.5,"18-19","14-18","Juniorki do lat 18",69.5,"57+",90,47.5,100,237.5,"9",241.14,237.45,209.34,49.01,"Yes","Poland","2022-03-11"
"16797",385329,"Mehdi Homayoon","M","SBD","Single-ply",19,"18-19","19-23","Juniors",74.95,"75",275,185,235,695,"1",498.82,495.46,478.75,85.43,"Yes","Iran","2010-05-01"
